Protein Set;Annotation;C01;C02;C03;C04;C05;C06;C07;C08;C09;C10;C11;C12;C13;C14;C15;C16;C17;C18;C19;C21;C22;Z01;Z02;Z03;Z04;Z05;Z06;Z07;Z08;Z09;Z10;Z11;Z12;Z13;Z14;Z15;Z16;Z17;Z18;Z19;Z20;Z21;Z22;Z23;C03_2;C04_2;C05_2;C06_2;C07_2;C08_2;C09_2;C10_2;C11_2;C12_2;C13_2;C14_2;C15_2;C16_2;C17_2;C18_2
H2AC19;Histone H2A type 2-A;92.808395;123.13581;30.10591;21.09138;39.68346;46.574875;36.5786;24.354923;44.299496;32.005592;36.19846;22.166021;47.874462;45.73798;73.95956;44.17788;49.550232;40.286564;50.179436;36.297203;33.616478;74.811584;76.11415;76.04393;98.45076;69.1255;73.834274;73.29081;98.357834;98.66577;74.79808;47.99144;78.08931;94.69165;94.515;82.254616;113.946686;109.218414;85.549034;71.19893;64.478806;61.75374;69.56574;74.47664;52.696606;43.393307;72.115234;49.752296;40.750195;44.834354;53.563614;57.38528;39.78727;48.942585;52.561153;33.13218;58.76693;57.09661;63.914692;47.913044
RAC2;Ras-related C3 botulinum toxin substrate 2;12.768973;23.075893;5.0;7.0;12.0;17.0;10.435407;6.0;12.059011;7.0;14.247209;16.24721;15.0;27.435406;26.682615;22.24721;30.870813;27.24721;20.075893;10.768973;5.075893;13.306919;14.306919;15.0;21.0;16.537947;6.0;10.0;23.075893;18.382812;5.7689734;11.0;24.613838;15.768973;18.075893;26.844866;23.537947;35.382812;29.30692;35.768974;13.306919;19.30692;17.537947;34.768974;31.059011;12.811802;18.24721;21.059011;24.059011;10.435407;26.811802;23.059011;13.623605;24.24721;20.435406;1.6236044;25.870813;25.059011;33.435406;18.623604
HCLS1;Hematopoietic lineage cell-specific protein;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;6.0;0.0;7.0;1.0;2.0;4.0;0.0;2.0;0.0;2.0;1.0;0.0;0.0;4.0;3.0;10.0;3.0;0.0;8.0;0.0;1.0;0.0;4.0;6.0;2.0;4.0;8.0;4.0;1.0;1.0;7.0;5.0;8.0;3.0;5.0;1.0;2.0;0.0;2.0;1.0;18.0;13.0;5.0;2.0;0.0
PTPN6;Tyrosine-protein phosphatase non-receptor type 6;0.0;4.0;0.0;0.0;3.0;9.0;11.0;0.0;2.0;0.0;3.0;8.0;8.0;5.0;19.0;5.0;4.0;14.0;6.0;0.0;3.0;2.0;4.0;4.0;6.0;1.0;0.0;7.0;9.0;14.0;0.0;0.0;16.0;7.0;23.0;13.0;17.0;9.0;9.0;6.0;0.0;4.0;9.0;20.0;13.0;4.0;10.0;12.0;12.0;2.0;12.0;9.0;5.0;11.0;9.0;0.0;13.0;6.0;11.0;7.0
RHOA;Transforming protein RhoA;4.0;8.0;0.0;0.0;1.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;8.0;2.0;10.0;2.0;0.0;0.0;3.0;0.0;5.0;3.0;7.0;0.0;0.0;1.0;0.0;5.0;0.0;0.0;2.0;9.0;8.0;7.0;2.0;21.0;8.0;9.0;3.0;8.0;7.0;0.0;4.0;3.0;5.0;0.0;4.0;6.0;5.0;0.0;1.0;6.0;4.0;0.0;5.0;1.0;7.0;0.0
TPM1;Tropomyosin alpha-1 chain;8.069158;7.8553257;7.6760235;7.1894736;15.432749;7.9461985;9.622223;4.459649;10.892398;11.892398;12.595322;13.432749;3.2163744;6.432749;11.946198;11.162573;1.7298245;8.162573;8.565978;9.635136;11.704293;4.565978;10.49682;8.565978;16.138315;13.034544;4.4968204;4.4968204;7.2074723;8.924483;12.987282;6.8489666;6.4968204;6.8489666;9.138315;12.138315;7.248376;12.49682;6.4968204;6.710652;5.4968204;9.282989;3.855326;5.3521466;7.459649;11.081871;9.162573;9.6760235;15.405848;10.919298;7.919298;12.189474;6.6760235;7.946199;4.946199;10.784796;13.235892;10.892398;9.622223;12.6760235
ANXA11;Annexin A11;0.0;6.0;0.0;0.0;7.0;5.0;1.0;0.0;4.0;0.0;0.0;3.0;0.0;1.0;21.0;7.0;18.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;3.0;2.0;0.0;2.0;2.0;10.0;0.0;0.0;13.0;7.0;17.0;11.0;17.0;0.0;10.0;5.0;0.0;0.0;6.0;0.0;12.0;3.0;11.0;6.0;6.0;6.0;2.0;8.0;5.0;8.0;4.0;0.0;9.0;2.0;7.0;0.0
HNRNPH1;Heterogeneous nuclear ribonucleoprotein H;0.0;4.32;0.0;0.0;0.0;1.032258;0.0;0.0;0.0;1.516129;1.032258;0.0;0.0;2.516129;6.612903;0.0;5.612903;11.032258;7.845714;0.0;10.422857;0.47428572;0.0;0.47428572;4.8457146;0.0;0.0;0.0;5.948571;4.3714285;8.422857;1.9485714;2.0;0.0;2.4742856;3.4228573;6.897143;7.845714;5.4228573;7.8457146;1.4742857;1.4228572;3.897143;5.4742856;4.548387;7.0;3.096774;2.064516;1.0;0.516129;5.580645;2.032258;4.0;6.032258;1.0;2.032258;10.032258;0.516129;2.516129;9.0
RAN;GTP-binding nuclear protein Ran;8.0;14.0;0.0;3.0;16.0;10.0;9.0;1.0;4.0;7.0;3.0;9.0;11.0;5.0;17.0;10.0;14.0;19.0;18.0;12.0;13.0;2.0;8.0;15.0;18.0;9.0;8.0;13.0;5.0;24.0;6.0;4.0;20.0;15.0;22.0;16.0;17.0;18.0;16.0;16.0;6.0;5.0;18.0;16.0;6.0;8.0;13.0;5.0;4.0;4.0;14.0;19.0;17.0;8.0;20.0;12.0;21.0;2.0;12.0;2.0
YWHAH;14-3-3 protein eta;0.07586811;0.08754012;0.016999576;0.016999576;0.028899278;0.033999152;0.025499362;0.029316647;0.028899278;1.037399;0.035699107;1.0288993;0.016999576;0.032299194;0.033999152;0.022099448;0.043333676;2.0220995;4.11672;2.0875401;0.11088415;0.0700321;0.09921214;0.11672016;4.1575723;0.13422818;0.09921214;0.09337613;0.12839217;0.09921214;0.11088415;0.05836008;1.0700321;0.09337613;1.1283922;0.11672017;0.10504815;0.1894696;1.1108842;2.1953056;0.1188585;0.07586811;0.05836008;1.1538746;0.032299194;0.022099448;0.03739907;0.02719932;0.025499362;0.040798984;0.028899278;0.023799406;0.02039949;0.032299194;0.03229919;0.032299194;0.03569911;0.033999152;0.028899278;0.025916731
LAP3;Cytosol aminopeptidase;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;3.0;4.0;4.0;6.0;2.0;2.0;5.0;16.0;7.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PNP;Purine nucleoside phosphorylase;4.0;27.0;0.0;4.0;12.0;21.0;12.0;2.0;4.0;18.0;14.0;10.0;8.0;2.0;23.0;21.0;21.0;16.0;26.0;11.0;0.0;12.0;15.0;10.0;24.0;7.0;2.0;11.0;12.0;21.0;4.0;8.0;17.0;21.0;25.0;33.0;24.0;26.0;30.0;30.0;16.0;14.0;7.0;25.0;19.0;5.0;4.0;11.0;18.0;13.0;11.0;14.0;4.0;2.0;12.0;3.0;31.0;15.0;23.0;3.0
GNAI2;Guanine nucleotide-binding protein G(i) subunit alpha-2;0.0;0.0;0.0;0.0;5.0;2.0;2.0;4.0;6.0;9.0;0.0;15.0;7.0;6.0;4.0;6.0;13.0;10.0;10.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;3.0;11.0;6.0;2.0;17.0;16.0;10.0;12.0;9.0;16.0;12.0;30.0;7.0;3.0;12.0;10.0;7.0;0.0;2.0;3.0;1.0;6.0;5.0;2.0;8.0;5.0;4.0;2.0;9.0;9.0;16.0;9.0
LRRFIP1;Leucine-rich repeat flightless-interacting protein 1;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;2.0;1.0;6.0;1.0;3.0;2.0;9.0;2.0;5.0;15.0;1.0;8.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;10.0;14.0;14.0;15.0;12.0;14.0;3.0;5.0;4.0;5.0;1.0;5.0;2.0;4.0;9.0;7.0;3.0;12.0;5.0;3.0;11.0;2.0;0.0;6.0;8.0;14.0;8.0;12.0;18.0;0.0
PRKDC;DNA-dependent protein kinase catalytic subunit;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;4.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;4.0;3.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
STAT1;Signal transducer and activator of transcription 1-alpha/beta;0.0;0.0;0.0;0.0;0.0;11.0;0.0;1.0;0.0;0.0;10.0;0.0;16.0;4.0;23.0;18.0;0.0;5.0;5.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;3.0;1.0;2.0;0.0;2.0;8.0;3.0;3.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;1.0;2.0;1.0
EIF4A2;Eukaryotic initiation factor 4A-II;4.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;2.0;0.0;3.04;5.0;3.0;3.0;3.58;0.5;4.0;8.54;9.04;0.5;0.0;7.04;8.5;7.08;9.54;8.5;8.0;11.04;8.0;1.0;2.04;4.5;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EIF4A1;Eukaryotic initiation factor 4A-I;4.0;8.0;1.0;3.0;7.0;3.9488053;10.948806;0.0;1.0;0.0;2.0;16.0;7.0;6.9488053;19.0;9.897611;12.0;8.0;0.5;2.0;0.0;3.04;5.0;3.0;3.0;3.58;0.5;4.0;8.54;10.04;0.5;0.0;7.04;8.5;7.08;9.54;8.5;8.0;11.04;8.0;1.0;2.04;4.5;3.5;11.0;4.0;12.948806;8.0;17.0;16.0;17.0;11.0;13.0;13.0;9.948806;7.9488053;13.948806;11.948806;13.948806;0.0
FGG;Fibrinogen gamma chain;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PFKL;ATP-dependent 6-phosphofructokinase, liver type;0.0;1.9166667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.692307;0.0;0.0;4.0;7.0;0.0;0.0;0.9166667;0.0;0.0;3.6666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GPI;Glucose-6-phosphate isomerase;0.0;4.0;0.0;0.0;3.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;2.0;0.0;10.0;1.0;0.0;8.0;10.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;9.0;8.0;10.0;13.0;9.0;1.0;8.0;3.0;1.0;1.0;4.0;8.0;3.0;7.0;0.0;2.0;5.0;0.0;1.0;6.0;8.0;0.0;4.0;0.0;17.0;1.0;6.0;0.0
EEF1A2;Elongation factor 1-alpha 2;0.02930403;0.09157509;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0036630037;0.0036630037;0.021978023;0.058608063;0.05494506;0.08791209;0.0952381;0.025641026;0.02930403;0.01831502;0.03663004;0.10989012;0.025641026;0.010989011;0.043956045;0.03663004;0.04029304;0.04029304;0.029304031;0.04761905;1.051282;0.07326008;0.03663004;0.01831502;0.03663004;0.032967035;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARPC1B;Actin-related protein 2/3 complex subunit 1B;6.0;7.0;2.0;5.0;12.0;9.0;5.0;7.0;13.0;16.0;9.0;8.0;12.0;9.0;4.0;9.0;6.0;6.0;13.0;11.0;3.0;9.0;7.0;9.0;15.0;14.0;1.0;7.0;8.0;7.0;4.0;9.0;3.0;6.0;4.0;3.0;3.0;4.0;4.0;13.0;2.0;1.0;4.0;11.0;2.0;5.0;7.0;0.0;2.0;6.0;7.0;8.0;13.0;8.0;4.0;1.0;5.0;6.0;11.0;7.0
RPSA;40S ribosomal protein SA;1.0;6.0;0.0;4.0;5.0;8.0;3.0;1.0;4.0;6.0;6.0;5.0;5.0;6.0;18.0;0.0;3.0;11.0;14.0;14.0;8.0;7.0;11.0;13.0;9.0;2.0;0.0;9.0;5.0;13.0;3.0;0.0;0.0;0.0;14.0;5.0;7.0;11.0;5.0;7.0;0.0;2.0;5.0;7.0;8.0;7.0;7.0;5.0;6.0;6.0;11.0;7.0;5.0;8.0;3.0;6.0;7.0;5.0;9.0;10.0
GSR;Glutathione reductase, mitochondrial;0.0;0.0;5.0;6.0;1.0;0.0;2.0;7.0;2.0;4.0;1.0;1.0;10.0;17.0;0.0;16.0;3.0;27.0;26.0;13.0;11.0;11.0;0.0;8.0;2.0;3.0;1.0;4.0;11.0;3.0;35.0;25.0;18.0;45.0;18.0;5.0;10.0;12.0;5.0;15.0;2.0;8.0;5.0;18.0;14.0;4.0;2.0;3.0;15.0;10.0;7.0;5.0;3.0;2.0;16.0;23.0;12.0;10.0;10.0;22.0
DDX39A;ATP-dependent RNA helicase DDX39A;0.7;4.275;0.05;0.0;0.65000004;0.35;0.4;0.05;0.15;0.0;0.05;0.35000002;0.25;0.15;0.9;0.4;1.4;0.35000002;1.575;1.05;0.0;0.7;0.525;0.7;5.575;0.875;0.7;3.05;0.875;1.925;0.0;0.35;2.975;2.2749999;2.625;3.3249998;3.6749997;3.4499998;4.45;4.2749996;0.35;0.35;2.2749999;1.4;0.2;0.05;0.2;0.3;0.2;0.35000002;0.85;0.5;0.5;0.6;0.2;0.0;0.9;0.3;0.40000004;0.1
H1-6;Histone H1t;0.106382966;0.048936166;0.22105265;0.15263158;0.2;0.21052632;0.20526317;0.08947369;0.14736843;0.17368422;0.1894737;0.105263166;1.2684212;0.1368421;0.15263158;0.1631579;0.14210527;0.14210527;0.057446808;0.04893617;0.03617021;0.13829787;0.07234042;0.11276596;0.082978725;0.06382979;0.08723404;0.074468076;0.09787233;0.07659574;0.087234035;0.08297872;0.04468085;0.0893617;0.061702125;0.038297873;0.08085106;0.053191487;0.055319145;0.06595744;0.05319149;0.06595745;0.03617021;0.048936166;0.1368421;0.18421054;0.15789475;0.15263158;0.20526318;0.16842106;1.1473684;0.11578947;0.15263158;0.21578948;0.15789475;0.1631579;0.110526316;0.19473684;0.21578948;0.1
HNRNPL;Heterogeneous nuclear ribonucleoprotein L;5.0;13.0;0.0;5.0;8.0;15.0;7.0;0.0;0.0;0.0;6.0;2.0;5.0;4.0;18.0;3.0;14.0;19.0;10.0;2.0;9.0;7.0;5.0;3.0;16.0;3.0;0.0;0.0;12.0;12.0;9.0;0.0;4.0;18.0;12.0;11.0;15.0;14.0;11.0;15.0;0.0;3.0;10.0;17.0;5.0;3.0;7.0;1.0;7.0;3.0;4.0;5.0;6.0;2.0;10.0;7.0;18.0;6.0;16.0;4.0
RPS18;40S ribosomal protein S18;0.0;8.0;0.0;2.0;8.0;4.0;2.0;0.0;5.0;0.0;8.0;6.0;10.0;22.0;21.0;14.0;9.0;12.0;12.0;6.0;2.0;2.0;8.0;10.0;15.0;2.0;0.0;4.0;15.0;34.0;3.0;6.0;3.0;19.0;23.0;18.0;19.0;17.0;6.0;3.0;6.0;3.0;12.0;5.0;15.0;6.0;16.0;17.0;3.0;8.0;13.0;13.0;0.0;11.0;11.0;1.0;23.0;7.0;19.0;8.0
CAST;Calpastatin;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;5.0;2.0;1.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;2.0;0.0;0.0
PSMA6;Proteasome subunit alpha type-6;0.0;5.0;0.0;1.0;1.0;0.0;3.0;0.0;1.0;3.0;13.0;7.0;0.0;3.0;8.0;2.0;0.0;15.0;16.0;7.0;12.0;7.0;1.0;4.0;9.0;3.0;3.0;2.0;3.0;8.0;2.0;0.0;3.0;4.0;5.0;6.0;7.0;8.0;8.0;10.0;0.0;1.0;9.0;8.0;2.0;7.0;3.0;2.0;2.0;2.0;0.0;11.0;0.0;3.0;4.0;13.0;8.0;2.0;3.0;2.0
RPL4;60S ribosomal protein L4;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;3.0;6.0;1.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;2.0;6.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;14.0;5.0;11.0;0.0;7.0;8.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;5.0;0.0
HLA-C;HLA class I histocompatibility antigen, C alpha chain;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;3.0;1.0;6.0;0.0;0.0;0.0;4.786667;2.0;0.0;5.0;5.0;0.0;0.0;0.0;0.93333334;2.0;4.0;0.0;0.93333334;2.0;0.5268817;9.0;0.0;3.0;3.0;7.0;7.0;7.0;9.866667;0.0;9.866667;3.0;0.0;0.0;5.866667;2.5268817;1.0;0.0;3.0;0.8933333;0.0;8.0;5.8933334;7.0;3.0;0.0;7.0;0.0;0.8933333;0.65686274;6.786667;4.0
DES;Desmin;0.0015669073;0.0017241136;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015676438;0.0028217589;0.0028217589;0.0007838219;0.0021947012;0.001254115;0.0021947015;0.0026649944;0.00250823;0.0029785233;0.002664258;0.0047014584;0.0040751374;0.0012535257;0.0025074936;0.0023510237;0.004545725;0.0043885186;0.0040751374;0.0032909228;0.0034483254;0.0032913154;0.0034480554;1.0031344;0.002194382;0.0031352877;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STIP1;Stress-induced-phosphoprotein 1;3.0;6.0;0.0;3.0;4.0;3.0;2.0;0.0;4.0;5.0;5.0;2.0;1.0;0.0;12.0;1.0;0.0;14.0;10.0;10.0;9.0;0.0;7.0;2.0;8.0;3.0;1.0;0.0;4.0;6.0;23.0;15.0;5.0;12.0;15.0;10.0;7.0;8.0;9.0;14.0;9.0;8.0;6.0;3.0;2.0;0.0;10.0;2.0;4.0;4.0;3.0;1.0;6.0;9.0;7.0;17.0;15.0;4.0;5.0;10.0
SERPINB1;Leukocyte elastase inhibitor;2.5;4.5;0.0;7.8623853;12.605505;3.3027523;12.3027525;2.0;1.0;14.3027525;6.9541283;0.0;0.0;5.0;10.651377;0.0;1.3027523;3.6513762;14.5;4.5;0.0;5.0;5.5;4.0;13.5;6.0;10.0;8.0;1.0;4.5;0.0;0.0;3.0;9.0;5.0;0.5;3.0;2.5;1.0;8.0;4.0;2.0;6.5;2.0;2.0;3.0;7.0;5.0;12.3027525;0.0;7.0;9.651377;11.0;4.0;5.0;0.0;11.651377;0.0;4.9541283;0.0
NPM1;Nucleophosmin;7.0;0.0;0.0;1.0;0.0;0.0;3.0;2.0;5.0;0.0;1.0;0.0;4.0;0.0;9.0;6.0;8.0;14.0;11.0;4.0;6.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;11.0;12.0;14.0;15.0;7.0;17.0;12.0;12.0;14.0;6.0;10.0;22.0;0.0;11.0;15.0;9.0;10.0;5.0;15.0;4.0;10.0;1.0;7.0;8.0;2.0;4.0;4.0;23.0;12.0;7.0;13.0;11.0
ACO2;Aconitate hydratase, mitochondrial;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;13.0;9.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARF1;ADP-ribosylation factor 1;3.0;10.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;11.0;0.0;0.0;10.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;7.0;10.0;22.0;3.0;0.0;10.0;0.0;2.0;0.0;0.0;3.0;10.0;3.0;14.0;7.0;9.0;12.0;5.0;0.0;0.0;8.0;1.0;0.0;0.0;8.0;3.0;1.0;0.0;0.0;15.0;1.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0
GOT2;Aspartate aminotransferase, mitochondrial;0.0;0.0;0.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;3.0;0.0;2.0;0.0;15.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;2.0;4.0;3.0;0.0;0.0;0.0;0.0;2.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;5.0;0.0;0.0;8.0;0.0;0.0;0.0;4.0;0.0
FUBP1;Far upstream element-binding protein 1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;7.0;3.0;0.0;8.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;3.0;0.0;5.0;1.0;0.0;2.0;4.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0
LASP1;LIM and SH3 domain protein 1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;10.0;8.0;14.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;11.0;7.0;1.0;2.0;1.0;4.0;1.0;3.0;0.0;1.0;5.0;3.0;2.0;7.0;0.0;0.0;4.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;14.0;1.0;3.0;0.0;7.0
PHB2;Prohibitin-2;9.0;13.0;0.0;0.0;0.0;4.0;7.0;3.0;9.0;5.0;11.0;10.0;7.0;4.0;12.0;13.0;11.0;3.0;1.0;1.0;0.0;1.0;0.0;1.0;6.0;0.0;0.0;0.0;6.0;9.0;6.0;3.0;7.0;5.0;12.0;8.0;10.0;5.0;9.0;11.0;6.0;6.0;3.0;7.0;9.0;8.0;8.0;7.0;7.0;5.0;3.0;10.0;10.0;3.0;4.0;0.0;6.0;7.0;1.0;4.0
HSPE1;10 kDa heat shock protein, mitochondrial;12.0;10.0;3.0;1.0;8.0;9.0;7.0;0.0;5.0;16.0;13.0;5.0;11.0;7.0;19.0;7.0;11.0;21.0;22.0;13.0;9.0;11.0;10.0;5.0;9.0;5.0;11.0;8.0;14.0;13.0;17.0;13.0;10.0;17.0;13.0;16.0;20.0;21.0;17.0;19.0;12.0;10.0;9.0;15.0;8.0;8.0;18.0;12.0;10.0;8.0;11.0;9.0;12.0;8.0;8.0;8.0;9.0;13.0;18.0;12.0
P4HB;Protein disulfide-isomerase;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;3.0;0.0;0.0;3.0;6.0;2.0;12.0;1.0;5.0;6.0;0.0;0.0;0.0;5.0;2.0;0.0;0.0;0.0;0.0;1.0;7.0;8.0;7.0;12.0;10.0;4.0;7.0;9.0;7.0;3.0;2.0;11.0;14.0;6.0;5.0;0.0;0.0;5.0;3.0;1.0;0.0;3.0;0.0;3.0;0.0;0.0;8.0;12.0;13.0
PARP1;Poly [ADP-ribose] polymerase 1;0.0;1.0;0.0;0.0;3.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;1.0;10.0;0.0;0.0;3.0;0.0;0.0;5.0;5.0;2.0;0.0;3.0;0.0;1.0;0.0;0.0;3.0;1.0;3.0;3.0;5.0;0.0;5.0;1.0;0.0;0.0;3.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;4.0;4.0;1.0;0.0;3.0;0.0;0.0;0.0;2.0;13.0
TMSB4X;Thymosin beta-4;12.0;20.0;11.0;7.0;0.0;8.0;12.0;12.0;19.0;29.0;16.0;5.0;2.0;29.0;14.0;25.0;22.0;17.0;20.0;10.0;9.0;8.0;4.0;11.0;3.0;9.0;6.0;1.0;29.0;0.0;11.0;0.0;27.0;37.0;18.0;27.0;22.0;17.0;15.0;32.0;33.0;2.0;2.0;13.0;23.0;33.0;35.0;15.0;1.0;26.0;2.0;0.0;2.0;37.0;28.0;22.0;30.0;20.0;20.0;0.0
ALDH9A1;4-trimethylaminobutyraldehyde dehydrogenase;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;4.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
ILF3;Interleukin enhancer-binding factor 3;0.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;6.0;1.0;4.0;4.0;0.0;0.0;7.0;0.0;3.0;3.0;11.0;2.0;2.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;5.0;2.0;9.0;6.0;5.0;4.0;0.0;2.0;8.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;4.0;8.0;0.0;0.0;3.0
